<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
SBER;W;18/05/20;000000;188.9000000;412050450
SBER;W;25/05/20;000000;200.5000000;441628500
SBER;W;01/06/20;000000;219.1000000;537319940
SBER;W;08/06/20;000000;208.3500000;319287950
SBER;W;15/06/20;000000;207.0000000;345212890
SBER;W;22/06/20;000000;203.1500000;228882890
SBER;W;29/06/20;000000;210.9500000;213076840
SBER;W;06/07/20;000000;212.2800000;237587770
SBER;W;13/07/20;000000;210.8100000;241709710
SBER;W;20/07/20;000000;215.9700000;264865800
SBER;W;27/07/20;000000;221.5700000;214988630
SBER;W;03/08/20;000000;227.2800000;226832890
SBER;W;10/08/20;000000;239.9900000;356123750
SBER;W;17/08/20;000000;231.2200000;407685810
SBER;W;24/08/20;000000;226.3000000;270832880
SBER;W;31/08/20;000000;222.2100000;317097730
