<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
SNGS;W;20/11/17;000000;29.3700000;33811500
SNGS;W;27/11/17;000000;27.7050000;63852300
SNGS;W;04/12/17;000000;27.7000000;51948200
SNGS;W;11/12/17;000000;28.9150000;58252800
SNGS;W;18/12/17;000000;28.2350000;56606200
SNGS;W;25/12/17;000000;27.8900000;26769400
SNGS;W;01/01/18;000000;28.2200000;23102800
SNGS;W;08/01/18;000000;28.8000000;50469800
SNGS;W;15/01/18;000000;30.2000000;81258000
SNGS;W;22/01/18;000000;30.3800000;91225900
SNGS;W;29/01/18;000000;28.9550000;83552600
SNGS;W;05/02/18;000000;28.3150000;110452000
SNGS;W;12/02/18;000000;28.5050000;83158400
SNGS;W;19/02/18;000000;29.2000000;43176200
SNGS;W;26/02/18;000000;28.2200000;88855300
SNGS;W;05/03/18;000000;28.6300000;52304200
SNGS;W;12/03/18;000000;29.4100000;104528400
SNGS;W;19/03/18;000000;28.8850000;55357700
SNGS;W;26/03/18;000000;28.3700000;64912600
SNGS;W;02/04/18;000000;28.9400000;49743500
SNGS;W;09/04/18;000000;29.0950000;190361000
SNGS;W;16/04/18;000000;29.3600000;81776700
SNGS;W;23/04/18;000000;29.5550000;67985700
SNGS;W;30/04/18;000000;29.4050000;53139700
SNGS;W;07/05/18;000000;29.6850000;48437700
SNGS;W;14/05/18;000000;29.7000000;83270300
SNGS;W;21/05/18;000000;29.1350000;65858300
SNGS;W;28/05/18;000000;28.8600000;86734900
SNGS;W;04/06/18;000000;28.5350000;58365100
SNGS;W;11/06/18;000000;28.2600000;63247200
SNGS;W;18/06/18;000000;28.4350000;101087400
SNGS;W;25/06/18;000000;28.4800000;61468000
SNGS;W;02/07/18;000000;28.4700000;80183000
SNGS;W;09/07/18;000000;28.9000000;81476200
SNGS;W;16/07/18;000000;28.4650000;56510400
SNGS;W;23/07/18;000000;28.6500000;40870300
SNGS;W;30/07/18;000000;29.2050000;65986500
SNGS;W;06/08/18;000000;28.9200000;67126900
SNGS;W;13/08/18;000000;27.7050000;88764700
SNGS;W;20/08/18;000000;28.3100000;58435600
SNGS;W;27/08/18;000000;28.7400000;62968800
SNGS;W;03/09/18;000000;27.7000000;54947100
SNGS;W;10/09/18;000000;27.5050000;57597500
SNGS;W;17/09/18;000000;27.0950000;147865400
SNGS;W;24/09/18;000000;27.4250000;86403800
SNGS;W;01/10/18;000000;27.2750000;85100700
SNGS;W;08/10/18;000000;27.1200000;69528500
SNGS;W;15/10/18;000000;27.4000000;49906500
SNGS;W;22/10/18;000000;26.3800000;72572100
SNGS;W;29/10/18;000000;26.6850000;76630000
SNGS;W;05/11/18;000000;27.3650000;61301300
SNGS;W;12/11/18;000000;27.3000000;48279300
SNGS;W;19/11/18;000000;27.2000000;58199200
SNGS;W;26/11/18;000000;27.3500000;64862500
SNGS;W;03/12/18;000000;28.3150000;69301000
SNGS;W;10/12/18;000000;28.0000000;44496000
SNGS;W;17/12/18;000000;26.8450000;107299300
SNGS;W;24/12/18;000000;26.8750000;43601800
SNGS;W;31/12/18;000000;27.0450000;12237200
SNGS;W;07/01/19;000000;27.6300000;36930200
SNGS;W;14/01/19;000000;28.0250000;52990300
SNGS;W;21/01/19;000000;27.5350000;47711400
SNGS;W;28/01/19;000000;27.4150000;53801700
SNGS;W;04/02/19;000000;26.8450000;32466300
SNGS;W;11/02/19;000000;26.8300000;67674600
SNGS;W;18/02/19;000000;26.4750000;45257500
SNGS;W;25/02/19;000000;25.5600000;68018500
SNGS;W;04/03/19;000000;25.2000000;41025800
SNGS;W;11/03/19;000000;24.2000000;149350400
SNGS;W;18/03/19;000000;24.5250000;123158100
SNGS;W;25/03/19;000000;24.8750000;64727700
SNGS;W;01/04/19;000000;25.3650000;73615500
SNGS;W;08/04/19;000000;25.3100000;61167400
SNGS;W;15/04/19;000000;25.0750000;39407300
SNGS;W;22/04/19;000000;24.8250000;60034800
SNGS;W;29/04/19;000000;24.9850000;32781400
SNGS;W;06/05/19;000000;24.2000000;70691900
SNGS;W;13/05/19;000000;24.1050000;77308300
SNGS;W;20/05/19;000000;24.3650000;60717100
SNGS;W;27/05/19;000000;24.9400000;91939300
SNGS;W;03/06/19;000000;25.2000000;90214000
SNGS;W;10/06/19;000000;25.1750000;49686400
SNGS;W;17/06/19;000000;25.8250000;94197300
SNGS;W;24/06/19;000000;26.3400000;68296000
SNGS;W;01/07/19;000000;26.8000000;44766300
SNGS;W;08/07/19;000000;26.7900000;58773300
SNGS;W;15/07/19;000000;26.3850000;87639000
SNGS;W;22/07/19;000000;26.1050000;62206800
SNGS;W;29/07/19;000000;26.8100000;70453700
SNGS;W;05/08/19;000000;26.2450000;67964700
SNGS;W;12/08/19;000000;25.8000000;62605900
SNGS;W;19/08/19;000000;25.6250000;48422100
SNGS;W;26/08/19;000000;27.4500000;80482200
SNGS;W;02/09/19;000000;33.4500000;1229762500
SNGS;W;09/09/19;000000;37.3800000;601220300
SNGS;W;16/09/19;000000;35.4950000;433141600
SNGS;W;23/09/19;000000;34.8350000;152360300
SNGS;W;30/09/19;000000;35.2250000;220012500
SNGS;W;07/10/19;000000;36.7250000;132692200
SNGS;W;14/10/19;000000;36.1700000;90869600
SNGS;W;21/10/19;000000;46.5800000;953166900
SNGS;W;28/10/19;000000;46.2550000;710559400
SNGS;W;04/11/19;000000;46.6550000;245932600
SNGS;W;11/11/19;000000;46.4500000;369892200
SNGS;W;18/11/19;000000;46.7300000;198175300
SNGS;W;25/11/19;000000;44.1000000;272015200
SNGS;W;02/12/19;000000;43.3450000;261533800
SNGS;W;09/12/19;000000;47.5050000;387824000
SNGS;W;16/12/19;000000;48.1150000;272918800
SNGS;W;23/12/19;000000;50.8550000;356201600
SNGS;W;30/12/19;000000;51.3750000;58348700
SNGS;W;06/01/20;000000;54.0000000;187549500
SNGS;W;13/01/20;000000;53.7750000;201320900
SNGS;W;20/01/20;000000;48.0800000;402941500
SNGS;W;27/01/20;000000;46.0450000;311024100
SNGS;W;03/02/20;000000;46.1250000;519620200
SNGS;W;10/02/20;000000;48.3200000;310491800
SNGS;W;17/02/20;000000;46.7550000;192989900
SNGS;W;24/02/20;000000;38.4350000;534844500
SNGS;W;02/03/20;000000;35.6800000;487683600
SNGS;W;09/03/20;000000;27.5000000;650684900
SNGS;W;16/03/20;000000;26.8600000;690244200
SNGS;W;23/03/20;000000;30.9250000;722364600
SNGS;W;30/03/20;000000;36.3850000;805347400
SNGS;W;06/04/20;000000;37.0800000;439313400
SNGS;W;13/04/20;000000;34.3600000;327081800
SNGS;W;20/04/20;000000;35.1250000;357281200
SNGS;W;27/04/20;000000;37.1150000;232046900
SNGS;W;04/05/20;000000;37.2000000;247364600
SNGS;W;11/05/20;000000;40.1450000;367541700
SNGS;W;18/05/20;000000;39.8000000;391552300
SNGS;W;25/05/20;000000;39.6100000;329919700
SNGS;W;01/06/20;000000;40.3350000;289229600
SNGS;W;08/06/20;000000;39.9800000;197947400
SNGS;W;15/06/20;000000;39.0950000;235686500
SNGS;W;22/06/20;000000;38.3000000;123688300
SNGS;W;29/06/20;000000;38.5150000;94144800
SNGS;W;06/07/20;000000;38.5900000;156916200
SNGS;W;13/07/20;000000;36.8450000;195223400
SNGS;W;20/07/20;000000;38.2000000;144201100
SNGS;W;27/07/20;000000;37.2500000;156417000
SNGS;W;03/08/20;000000;37.1800000;136485400
SNGS;W;10/08/20;000000;38.4400000;153639800
SNGS;W;17/08/20;000000;37.0350000;128159800
SNGS;W;24/08/20;000000;37.2000000;163560900
SNGS;W;31/08/20;000000;35.2900000;207395900
